"t","icu","deaths","cases_imported","cases_community","cases_dorms","logcases_imported","logcases_community","logcases_dorms","infns_dorms","cumcases_imported","cumcases_community","cumcases_dorms","logcumcases_imported","logcumcases_community","logcumcases_dorms","cuminfns_dorms","logcuminfns_dorms"
196,0,0.00683136824278559,0.134399377791519,14.9299007631573,137.669147598209,235.501668382619,602,3439,49027.5,2.77959649125782,3.53643127614434,4.69043974183063,252523.238928598,5.40230135106477,-0.301029995663981,0.477121254719662,-0.301029995663981
197,0.00474279037539216,0.0051668057113536,0.0470476538244211,13.97538428011,130.255213631235,220.874544383808,603.5,3450,49163.5,2.78067712538064,3.53781843829424,4.69164279208416,252751.703744403,5.40269409175779,-0.301029995663981,1.11394335230684,-0.301029995663981
198,0.0311163515247226,0.00382733415883127,0,13.0959268739318,123.662318263789,207.146275322757,603.5,3461,49295.5,2.78067712538064,3.53920094668331,4.69280727220834,252966.072276773,5.40306227765393,-0.301029995663981,0.954242509439325,-0.301029995663981
199,0.0477957849699864,0.00270606948012611,0,12.3314937487702,117.449779573948,194.262872734734,604,3478,49426.5,2.78103693862113,3.5413292904462,4.69395985639492,253167.205048908,5.40340744704539,-0.301029995663981,1.17609125905568,-0.301029995663981
200,0.0507734057774318,0.00170905037782125,0,11.6855792869615,111.228400748964,182.173424825636,604,3492.5,49545.5,2.78103693862113,3.54313619670524,4.69500419943174,253355.911232407,5.40373104158768,-0.301029995663981,1.07918124604762,-0.301029995663981
201,0.0399104821234483,0.000787514184926119,0,11.130968063431,104.752642102674,170.829944227685,604,3500.5,49648.5,2.78103693862113,3.54413004211517,4.69590612823205,253532.95155637,5.40403441238369,-0.301029995663981,1.02069634257911,-0.301029995663981
202,0.0187843739603961,0,0.00822895127333334,10.6215751923912,97.9715311833854,160.18721984113,604.5,3509,49746.5,2.7813961566368,3.54518335057991,4.69676253060438,253699.041073003,5.40431882568649,-0.301029995663981,0.954242509439325,-0.301029995663981
203,0,0,0.0206164699765146,10.1071460477747,91.02657980446,150.202673252346,605.5,3520,49842.5,2.78211399940938,3.54654259337635,4.6975998164683,253854.851783692,5.40458546824387,-0.301029995663981,1,-0.301029995663981
204,0,0,0.025003858552564,9.54718111489732,84.1993012060048,140.836220084677,605.5,3535.5,49932,2.78211399940938,3.54845048979444,4.69837895313101,254001.01512988,5.40483545230665,-0.301029995663981,1.07918124604762,-0.301029995663981
205,0,0,0.0210234596138856,8.92092922662625,77.8240782272508,132.050136527014,606,3546,50015,2.78247262416629,3.54973857584038,4.69910026610989,254138.124353454,5.40506982032137,-0.301029995663981,1.04139268515823,-0.301029995663981
